locus_tag	ftype	length_bp	gene	EC_number	COG	product
CPJADAKE_00356	CDS	639	udk_1	2.7.1.48	COG0572	Uridine kinase
CPJADAKE_00357	CDS	1341	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
CPJADAKE_00358	CDS	213	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
CPJADAKE_00359	CDS	876		2.5.1.10		Farnesyl diphosphate synthase
CPJADAKE_00360	CDS	816	tlyA		COG1189	Hemolysin A
CPJADAKE_00361	CDS	432	argR_1		COG1438	Arginine repressor
CPJADAKE_00362	CDS	1668	recN		COG0497	DNA repair protein RecN
CPJADAKE_00363	CDS	729	apaH_1	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
CPJADAKE_00364	CDS	1824	lepA	3.6.5.-	COG0481	Elongation factor 4
CPJADAKE_00365	CDS	372				hypothetical protein
CPJADAKE_00366	CDS	699	saeR			Response regulator SaeR
CPJADAKE_00367	CDS	1053	saeS	2.7.13.3		Histidine protein kinase SaeS
CPJADAKE_00368	CDS	612	rpsD		COG0522	30S ribosomal protein S4
CPJADAKE_00369	CDS	261				hypothetical protein
CPJADAKE_00370	CDS	222				hypothetical protein
CPJADAKE_00371	CDS	930	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
CPJADAKE_00372	CDS	924	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
CPJADAKE_00373	CDS	1476				hypothetical protein
CPJADAKE_00374	CDS	987				hypothetical protein
CPJADAKE_00375	CDS	180				hypothetical protein
CPJADAKE_00376	CDS	693				hypothetical protein
CPJADAKE_00377	CDS	1065				hypothetical protein
CPJADAKE_00378	CDS	912				hypothetical protein
CPJADAKE_00379	CDS	594				hypothetical protein
CPJADAKE_00380	CDS	327				hypothetical protein
CPJADAKE_00381	CDS	1167	yycB		COG2807	putative transporter YycB
CPJADAKE_00382	CDS	1065	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
CPJADAKE_00383	CDS	1851				hypothetical protein
CPJADAKE_00384	CDS	216				hypothetical protein
CPJADAKE_00385	CDS	633		3.1.3.5	COG0546	5'-nucleotidase
CPJADAKE_00386	CDS	873	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
CPJADAKE_00387	CDS	672	sdhB	4.3.1.17		L-serine dehydratase, beta chain
CPJADAKE_00388	CDS	573				hypothetical protein
CPJADAKE_00389	CDS	288				hypothetical protein
CPJADAKE_00390	CDS	2109				hypothetical protein
CPJADAKE_00391	CDS	642	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
CPJADAKE_00392	CDS	807	artP_2		COG0834	Arginine-binding extracellular protein ArtP
CPJADAKE_00393	CDS	228	argG	6.3.4.5	COG0137	Argininosuccinate synthase
CPJADAKE_00394	CDS	864				hypothetical protein
CPJADAKE_00395	CDS	312				hypothetical protein
CPJADAKE_00396	CDS	213				hypothetical protein
CPJADAKE_00397	CDS	126				hypothetical protein
CPJADAKE_00398	CDS	246				hypothetical protein
CPJADAKE_00399	CDS	1059				hypothetical protein
CPJADAKE_00400	CDS	978				hypothetical protein
CPJADAKE_00401	CDS	375				hypothetical protein
CPJADAKE_00402	CDS	903				hypothetical protein
CPJADAKE_00403	CDS	333				hypothetical protein
CPJADAKE_00404	CDS	729				hypothetical protein
CPJADAKE_00405	CDS	207				hypothetical protein
CPJADAKE_00406	CDS	504				hypothetical protein
CPJADAKE_00407	CDS	2121				hypothetical protein
CPJADAKE_00408	CDS	1122	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
CPJADAKE_00409	CDS	456				hypothetical protein
CPJADAKE_00410	CDS	1914	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
CPJADAKE_00411	CDS	1680	rnj1	3.1.-.-		Ribonuclease J 1
CPJADAKE_00412	CDS	234				hypothetical protein
CPJADAKE_00413	CDS	216				hypothetical protein
CPJADAKE_00414	CDS	153				hypothetical protein
CPJADAKE_00415	CDS	186				hypothetical protein
CPJADAKE_00416	CDS	684	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
CPJADAKE_00417	CDS	438				hypothetical protein
CPJADAKE_00418	CDS	1011	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
CPJADAKE_00419	CDS	663				ISL3 family transposase ISSsu6
CPJADAKE_00420	CDS	738				hypothetical protein
CPJADAKE_00421	CDS	444	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
CPJADAKE_00422	CDS	876				hypothetical protein
CPJADAKE_00423	CDS	1617	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
CPJADAKE_00424	CDS	210				hypothetical protein
CPJADAKE_00425	CDS	309				hypothetical protein
CPJADAKE_00426	CDS	750	btrD	3.5.1.112		2'-N-acetylparomamine deacetylase
CPJADAKE_00427	CDS	138				hypothetical protein
CPJADAKE_00428	CDS	1023	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
CPJADAKE_00429	CDS	864				hypothetical protein
CPJADAKE_00430	CDS	201				hypothetical protein
CPJADAKE_00431	CDS	666				hypothetical protein
CPJADAKE_00432	CDS	1227				hypothetical protein
CPJADAKE_00433	CDS	240				hypothetical protein
CPJADAKE_00434	CDS	657				hypothetical protein
CPJADAKE_00435	CDS	324				hypothetical protein
CPJADAKE_00436	CDS	831	tcyA		COG0834	L-cystine-binding protein TcyA
CPJADAKE_00437	CDS	855	metQ		COG1464	D-methionine-binding lipoprotein MetQ
CPJADAKE_00438	CDS	1374	dapE	3.5.1.18		Succinyl-diaminopimelate desuccinylase
CPJADAKE_00439	CDS	1062	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
CPJADAKE_00440	CDS	693	metP		COG2011	Methionine import system permease protein MetP
CPJADAKE_00441	CDS	570				hypothetical protein
CPJADAKE_00442	CDS	615				hypothetical protein
CPJADAKE_00443	CDS	1683				hypothetical protein
CPJADAKE_00444	CDS	1287	cheB	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
CPJADAKE_00445	CDS	534				hypothetical protein
CPJADAKE_00446	CDS	471			COG1780	Putative NrdI-like protein
CPJADAKE_00447	CDS	1347				IS1380 family transposase ISSpn5
CPJADAKE_00448	CDS	1263				hypothetical protein
CPJADAKE_00449	CDS	459				hypothetical protein
CPJADAKE_00450	CDS	441			COG3279	putative HTH-type transcriptional regulator
CPJADAKE_00451	CDS	1950	mutL		COG0323	DNA mismatch repair protein MutL
CPJADAKE_00452	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
CPJADAKE_00453	CDS	1206	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
CPJADAKE_00454	CDS	636	ribE	2.5.1.9	COG0307	Riboflavin synthase
CPJADAKE_00455	CDS	1101	ribD		COG0117	Riboflavin biosynthesis protein RibD
CPJADAKE_00456	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
CPJADAKE_00457	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
CPJADAKE_00458	CDS	678				hypothetical protein
CPJADAKE_00459	CDS	1032	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
CPJADAKE_00460	CDS	684				hypothetical protein
CPJADAKE_00461	CDS	945				hypothetical protein
CPJADAKE_00462	CDS	228				hypothetical protein
CPJADAKE_00463	CDS	2898	nanA_1	3.2.1.18	COG4409	Sialidase A
CPJADAKE_00464	CDS	96				hypothetical protein
CPJADAKE_00465	CDS	453				hypothetical protein
CPJADAKE_00466	CDS	1338				hypothetical protein
CPJADAKE_00467	CDS	885	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
CPJADAKE_00468	CDS	834	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
CPJADAKE_00469	CDS	2094	nanB_1	3.2.1.18	COG4409	Sialidase B
CPJADAKE_00470	CDS	1104	yjhC_1	1.-.-.-	COG0673	putative oxidoreductase YjhC
CPJADAKE_00471	CDS	699	nanE_1	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
CPJADAKE_00472	CDS	1518	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
CPJADAKE_00473	CDS	1329				hypothetical protein
CPJADAKE_00474	CDS	888	lacF_1			Lactose transport system permease protein LacF
CPJADAKE_00475	CDS	840	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
CPJADAKE_00476	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
CPJADAKE_00477	CDS	345				hypothetical protein
CPJADAKE_00478	CDS	645				hypothetical protein
CPJADAKE_00479	CDS	918	nanA_2	4.1.3.3	COG0329	N-acetylneuraminate lyase
CPJADAKE_00480	CDS	885	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
CPJADAKE_00481	CDS	852	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
CPJADAKE_00482	CDS	2043	penA		COG0768	Penicillin-binding protein 2B
CPJADAKE_00483	CDS	597	recR		COG0353	Recombination protein RecR
CPJADAKE_00484	CDS	1044	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
CPJADAKE_00485	CDS	1374	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
CPJADAKE_00486	CDS	612				hypothetical protein
CPJADAKE_00487	CDS	705				hypothetical protein
CPJADAKE_00488	CDS	1374	ftsA		COG0849	Cell division protein FtsA
CPJADAKE_00489	CDS	1260	ftsZ		COG0206	Cell division protein FtsZ
CPJADAKE_00490	CDS	672			COG0325	Pyridoxal phosphate homeostasis protein
CPJADAKE_00491	CDS	540	sepF		COG1799	Cell division protein SepF
CPJADAKE_00492	CDS	264				hypothetical protein
CPJADAKE_00493	CDS	786				hypothetical protein
CPJADAKE_00494	CDS	789	divIVA		COG3599	Cell division protein DivIVA
CPJADAKE_00495	CDS	2793	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
CPJADAKE_00496	CDS	369				hypothetical protein
CPJADAKE_00497	CDS	189				hypothetical protein
CPJADAKE_00498	CDS	693	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
CPJADAKE_00499	CDS	2412				hypothetical protein
CPJADAKE_00500	CDS	702			COG1136	putative ABC transporter ATP-binding protein
CPJADAKE_00501	CDS	2709				hypothetical protein
CPJADAKE_00502	CDS	492	tpx	1.11.1.15	COG2077	Thiol peroxidase
CPJADAKE_00503	CDS	930	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
CPJADAKE_00504	CDS	849	mntB			Manganese transport system membrane protein MntB
CPJADAKE_00505	CDS	723	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
CPJADAKE_00506	CDS	1893	pepO	3.4.24.-	COG3590	Neutral endopeptidase
CPJADAKE_00507	CDS	630		3.-.-.-		putative metallo-hydrolase
CPJADAKE_00508	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
CPJADAKE_00509	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
CPJADAKE_00510	CDS	114				hypothetical protein
CPJADAKE_00511	CDS	651	dtxR			Diphtheria toxin repressor
CPJADAKE_00512	CDS	843				hypothetical protein
CPJADAKE_00513	CDS	438	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
CPJADAKE_00514	CDS	303				hypothetical protein
CPJADAKE_00515	CDS	1074				hypothetical protein
CPJADAKE_00516	CDS	678	graR		COG0745	Response regulator protein GraR
CPJADAKE_00517	CDS	975	graS	2.7.13.3	COG0642	Sensor histidine kinase GraS
CPJADAKE_00518	CDS	1944	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
CPJADAKE_00519	CDS	324				hypothetical protein
CPJADAKE_00520	CDS	315				hypothetical protein
CPJADAKE_00521	CDS	231				hypothetical protein
CPJADAKE_00522	CDS	270	rpsO		COG0184	30S ribosomal protein S15
CPJADAKE_00523	CDS	615				hypothetical protein
CPJADAKE_00524	CDS	750	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
CPJADAKE_00525	CDS	2337	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
CPJADAKE_00526	CDS	1464	manR		COG1762	Transcriptional regulator ManR
CPJADAKE_00527	CDS	429				hypothetical protein
CPJADAKE_00528	CDS	450	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
CPJADAKE_00529	CDS	312	manP		COG1299	PTS system mannose-specific EIIBCA component
CPJADAKE_00530	CDS	1086	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
CPJADAKE_00531	CDS	696	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
CPJADAKE_00532	CDS	1971	tkt_1	2.2.1.1		Transketolase
CPJADAKE_00533	CDS	1380	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
CPJADAKE_00534	CDS	1809	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
CPJADAKE_00535	CDS	1050				hypothetical protein
CPJADAKE_00536	CDS	3798	glgX_1	3.2.1.196		Glycogen debranching enzyme
CPJADAKE_00537	CDS	414	rpsL		COG0048	30S ribosomal protein S12
CPJADAKE_00538	CDS	471	rpsG		COG0049	30S ribosomal protein S7
CPJADAKE_00539	CDS	2082	fus			Elongation factor G
CPJADAKE_00540	CDS	4392	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
CPJADAKE_00541	CDS	264				hypothetical protein
CPJADAKE_00542	CDS	279	yafQ	3.1.-.-		mRNA interferase toxin YafQ
CPJADAKE_00543	CDS	153				hypothetical protein
CPJADAKE_00544	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
CPJADAKE_00545	CDS	231				hypothetical protein
CPJADAKE_00546	CDS	723	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
CPJADAKE_00547	CDS	1335	pepC	3.4.22.40	COG3579	Aminopeptidase C
CPJADAKE_00548	CDS	912	manZ_1		COG3716	PTS system mannose-specific EIID component
CPJADAKE_00549	CDS	804	sorA		COG3715	PTS system sorbose-specific EIIC component
CPJADAKE_00550	CDS	990	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
CPJADAKE_00551	CDS	1020	adhA	1.1.1.1		Alcohol dehydrogenase 1
CPJADAKE_00552	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
CPJADAKE_00553	CDS	1419	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
CPJADAKE_00554	CDS	693				hypothetical protein
CPJADAKE_00555	CDS	945	sulA	2.5.1.15	COG0294	Dihydropteroate synthase
CPJADAKE_00556	CDS	1323	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
CPJADAKE_00557	CDS	555	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
CPJADAKE_00558	CDS	813	sulD		COG0801	Bifunctional folate synthesis protein
CPJADAKE_00559	CDS	318				hypothetical protein
CPJADAKE_00560	CDS	447	rplM			50S ribosomal protein L13
CPJADAKE_00561	CDS	393	rpsI		COG0103	30S ribosomal protein S9
CPJADAKE_00562	CDS	339				hypothetical protein
CPJADAKE_00563	CDS	1437	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
CPJADAKE_00564	CDS	240			COG4095	Sugar transporter SemiSWEET
CPJADAKE_00565	CDS	315				hypothetical protein
CPJADAKE_00566	CDS	1974	licR_1		COG1762	putative licABCH operon regulator
CPJADAKE_00567	CDS	315	lacF_2		COG1447	PTS system lactose-specific EIIA component
CPJADAKE_00568	CDS	507				hypothetical protein
CPJADAKE_00569	CDS	1347	licC_1		COG1455	Lichenan permease IIC component
CPJADAKE_00570	CDS	177				hypothetical protein
CPJADAKE_00571	CDS	126				hypothetical protein
CPJADAKE_00572	CDS	2214				hypothetical protein
CPJADAKE_00573	CDS	477	bsaA			Glutathione peroxidase BsaA
CPJADAKE_00574	CDS	3201		4.2.2.1		Hyaluronate lyase
CPJADAKE_00575	CDS	216				IS200/IS605 family transposase ISStin10
CPJADAKE_00576	CDS	630	kdgA		COG0800	KHG/KDPG aldolase
CPJADAKE_00577	CDS	1002	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
CPJADAKE_00578	CDS	642				hypothetical protein
CPJADAKE_00579	CDS	816	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
CPJADAKE_00580	CDS	435				hypothetical protein
CPJADAKE_00581	CDS	1191	ugl	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
CPJADAKE_00582	CDS	492	levE_1	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
CPJADAKE_00583	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
CPJADAKE_00584	CDS	819	manZ_2		COG3716	PTS system mannose-specific EIID component
CPJADAKE_00585	CDS	294				hypothetical protein
CPJADAKE_00586	CDS	1902				hypothetical protein
CPJADAKE_00587	CDS	1002	kdgR		COG1609	HTH-type transcriptional regulator KdgR
CPJADAKE_00588	CDS	336				hypothetical protein
CPJADAKE_00589	CDS	243				hypothetical protein
CPJADAKE_00590	CDS	543				hypothetical protein
CPJADAKE_00591	CDS	195				hypothetical protein
CPJADAKE_00592	CDS	951	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
CPJADAKE_00593	CDS	318	ftsL			Cell division protein FtsL
CPJADAKE_00594	CDS	2253	pbpX		COG0768	Penicillin-binding protein 2X
CPJADAKE_00595	CDS	981	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
CPJADAKE_00596	CDS	90				hypothetical protein
CPJADAKE_00597	CDS	2106	clpC_1			putative ATP-dependent Clp protease ATP-binding subunit
CPJADAKE_00598	CDS	483	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
CPJADAKE_00599	CDS	1485				hypothetical protein
CPJADAKE_00600	CDS	1608	dexB	3.2.1.70	COG0366	Glucan 1,6-alpha-glucosidase
CPJADAKE_00601	CDS	246				hypothetical protein
CPJADAKE_00602	CDS	1173			COG2081	putative protein
CPJADAKE_00603	CDS	846			COG1307	DegV domain-containing protein
CPJADAKE_00604	CDS	558				hypothetical protein
CPJADAKE_00605	CDS	468	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
CPJADAKE_00606	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
CPJADAKE_00607	CDS	591	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
CPJADAKE_00608	CDS	249				hypothetical protein
CPJADAKE_00609	CDS	1161	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
CPJADAKE_00610	CDS	870	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
CPJADAKE_00611	CDS	957				hypothetical protein
CPJADAKE_00612	CDS	765	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
CPJADAKE_00613	CDS	711	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
CPJADAKE_00614	CDS	657	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
CPJADAKE_00615	CDS	978	prfB			Peptide chain release factor 2
CPJADAKE_00616	CDS	693	ftsE		COG2884	Cell division ATP-binding protein FtsE
CPJADAKE_00617	CDS	927	ftsX		COG2177	Cell division protein FtsX
CPJADAKE_00618	CDS	2181	ptsG_2	2.7.1.199		PTS system glucose-specific EIICBA component
CPJADAKE_00619	CDS	816	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
CPJADAKE_00620	CDS	1344	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
CPJADAKE_00621	CDS	1191	metK	2.5.1.6		S-adenosylmethionine synthase
CPJADAKE_00622	CDS	936	pyrDA	1.3.98.1	COG0167	putative dihydroorotate dehydrogenase A (fumarate)
CPJADAKE_00623	CDS	1038	yqeN		COG1466	putative protein YqeN
CPJADAKE_00624	CDS	606	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
CPJADAKE_00625	CDS	531				hypothetical protein
CPJADAKE_00626	CDS	747	rlmN_1	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
CPJADAKE_00627	CDS	300	rlmN_2	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
CPJADAKE_00628	CDS	483				hypothetical protein
CPJADAKE_00629	CDS	1542	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
CPJADAKE_00630	CDS	804				hypothetical protein
CPJADAKE_00631	CDS	213				hypothetical protein
CPJADAKE_00632	CDS	210				hypothetical protein
CPJADAKE_00633	CDS	273	rpsP		COG0228	30S ribosomal protein S16
CPJADAKE_00634	CDS	240				hypothetical protein
CPJADAKE_00635	CDS	789				hypothetical protein
CPJADAKE_00636	CDS	519	rimM			Ribosome maturation factor RimM
CPJADAKE_00637	CDS	720	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
CPJADAKE_00638	CDS	339				hypothetical protein
CPJADAKE_00639	CDS	321				hypothetical protein
CPJADAKE_00640	CDS	216				hypothetical protein
CPJADAKE_00641	CDS	537	bioY2		COG1268	Biotin transporter BioY2
CPJADAKE_00642	CDS	1347	gor	1.8.1.7	COG1249	Glutathione reductase
CPJADAKE_00643	CDS	1200	yknX		COG0845	Putative efflux system component YknX
CPJADAKE_00644	CDS	702	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
CPJADAKE_00645	CDS	1260	yknZ		COG0577	putative ABC transporter permease YknZ
CPJADAKE_00646	CDS	1998	metG	6.1.1.10		Methionine--tRNA ligase
CPJADAKE_00647	CDS	321				hypothetical protein
CPJADAKE_00648	CDS	816				hypothetical protein
CPJADAKE_00649	CDS	927	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
CPJADAKE_00650	CDS	237				hypothetical protein
CPJADAKE_00651	CDS	699		1.1.1.391	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2
CPJADAKE_00652	CDS	501				hypothetical protein
CPJADAKE_00653	CDS	870				hypothetical protein
CPJADAKE_00654	CDS	441				hypothetical protein
CPJADAKE_00655	CDS	2547	pepN	3.4.11.2		Aminopeptidase N
CPJADAKE_00656	CDS	675	arlR_2		COG0745	Response regulator ArlR
CPJADAKE_00657	CDS	1335	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
CPJADAKE_00658	CDS	288				hypothetical protein
CPJADAKE_00659	CDS	930				hypothetical protein
CPJADAKE_00660	CDS	2451	dinG_1	3.1.-.-		3'-5' exonuclease DinG
CPJADAKE_00661	CDS	1224	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
CPJADAKE_00662	CDS	555	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
CPJADAKE_00663	CDS	573	mupP	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
CPJADAKE_00664	CDS	1947	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
CPJADAKE_00665	CDS	1728	ezrA		COG4477	Septation ring formation regulator EzrA
CPJADAKE_00666	CDS	267				IS630 family transposase ISSpn2
CPJADAKE_00667	CDS	243				hypothetical protein
CPJADAKE_00668	CDS	267				IS630 family transposase ISSpn2
CPJADAKE_00669	CDS	351				hypothetical protein
CPJADAKE_00670	CDS	2259	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
CPJADAKE_00671	CDS	231				hypothetical protein
CPJADAKE_00672	CDS	684	artQ		COG0765	Arginine transport system permease protein ArtQ
CPJADAKE_00673	CDS	735	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
CPJADAKE_00674	CDS	858	folD			Bifunctional protein FolD protein
CPJADAKE_00675	CDS	873	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
CPJADAKE_00676	CDS	684	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
CPJADAKE_00677	CDS	1212	deoB	5.4.2.7	COG1015	Phosphopentomutase
CPJADAKE_00678	CDS	543				hypothetical protein
CPJADAKE_00679	CDS	810	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
CPJADAKE_00680	CDS	408				hypothetical protein
CPJADAKE_00681	CDS	576				hypothetical protein
CPJADAKE_00682	CDS	423				hypothetical protein
CPJADAKE_00683	CDS	711	deoD_1	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
CPJADAKE_00684	CDS	525				hypothetical protein
CPJADAKE_00685	CDS	237	rpsT		COG0268	30S ribosomal protein S20
CPJADAKE_00686	CDS	921	coaA	2.7.1.33	COG1072	Pantothenate kinase
CPJADAKE_00687	CDS	405				hypothetical protein
CPJADAKE_00688	CDS	582	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
CPJADAKE_00689	CDS	1278	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
CPJADAKE_00690	CDS	663	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
CPJADAKE_00691	CDS	390	cdd	3.5.4.5	COG0295	Cytidine deaminase
CPJADAKE_00692	CDS	1053	tmpC		COG1744	Membrane lipoprotein TmpC
CPJADAKE_00693	CDS	1536	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
CPJADAKE_00694	CDS	1059	rfuC		COG4603	putative riboflavin import permease protein RfuC
CPJADAKE_00695	CDS	957				hypothetical protein
CPJADAKE_00696	CDS	213				IS3 family transposase ISSpn11
CPJADAKE_00697	CDS	168				hypothetical protein
CPJADAKE_00698	CDS	273				IS3 family transposase ISSpn11
CPJADAKE_00699	CDS	489				IS3 family transposase ISSpn11
CPJADAKE_00700	CDS	531				hypothetical protein
CPJADAKE_00701	CDS	417				hypothetical protein
CPJADAKE_00702	CDS	105				hypothetical protein
CPJADAKE_00703	CDS	678	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
CPJADAKE_00704	CDS	798			COG0327	GTP cyclohydrolase 1 type 2 
CPJADAKE_00705	CDS	1104	thiO	1.4.3.19		Glycine oxidase
CPJADAKE_00706	CDS	1020	lnpD	5.1.3.2		UDP-glucose 4-epimerase
CPJADAKE_00707	CDS	972	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
CPJADAKE_00708	CDS	213				hypothetical protein
CPJADAKE_00709	CDS	477				hypothetical protein
CPJADAKE_00710	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
CPJADAKE_00711	CDS	339				hypothetical protein
CPJADAKE_00712	CDS	630				hypothetical protein
CPJADAKE_00713	CDS	1152				hypothetical protein
CPJADAKE_00714	CDS	750	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
CPJADAKE_00715	CDS	774	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
CPJADAKE_00716	CDS	462	hmpT		COG4720	Thiamine precursor transporter HmpT
CPJADAKE_00717	CDS	270				hypothetical protein
CPJADAKE_00718	CDS	168				hypothetical protein
CPJADAKE_00719	CDS	834				IS3 family transposase ISSpn11
CPJADAKE_00720	CDS	1083	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
CPJADAKE_00721	CDS	783	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
