locus_tag	ftype	length_bp	gene	EC_number	COG	product
EJKBOHLF_00344	CDS	399	rpsH			30S ribosomal protein S8
EJKBOHLF_00345	CDS	537	rplF		COG0097	50S ribosomal protein L6
EJKBOHLF_00346	CDS	357	rplR		COG0256	50S ribosomal protein L18
EJKBOHLF_00347	CDS	495	rpsE			30S ribosomal protein S5
EJKBOHLF_00348	CDS	183	rpmD		COG1841	50S ribosomal protein L30
EJKBOHLF_00349	CDS	441	rplO			50S ribosomal protein L15
EJKBOHLF_00350	CDS	1311	secY			Protein translocase subunit SecY
EJKBOHLF_00351	CDS	639	adk	2.7.4.3	COG0563	Adenylate kinase
EJKBOHLF_00352	CDS	219	infA		COG0361	Translation initiation factor IF-1
EJKBOHLF_00353	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
EJKBOHLF_00354	CDS	366	rpsM		COG0099	30S ribosomal protein S13
EJKBOHLF_00355	CDS	384	rpsK			30S ribosomal protein S11
EJKBOHLF_00356	CDS	936	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
EJKBOHLF_00357	CDS	387	rplQ		COG0203	50S ribosomal protein L17
EJKBOHLF_00358	CDS	267				hypothetical protein
EJKBOHLF_00359	CDS	1338				hypothetical protein
EJKBOHLF_00360	CDS	693	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
EJKBOHLF_00361	CDS	195				hypothetical protein
EJKBOHLF_00362	CDS	792				hypothetical protein
EJKBOHLF_00363	CDS	300				hypothetical protein
EJKBOHLF_00364	CDS	1092	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
EJKBOHLF_00365	CDS	366				hypothetical protein
EJKBOHLF_00366	CDS	609			COG1840	putative protein
EJKBOHLF_00367	CDS	777	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
EJKBOHLF_00368	CDS	747	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
EJKBOHLF_00369	CDS	981	sorC		COG2390	Sorbitol operon regulator
EJKBOHLF_00370	CDS	321	licA_1		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
EJKBOHLF_00371	CDS	309	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
EJKBOHLF_00372	CDS	1299	licC_1		COG1455	Lichenan permease IIC component
EJKBOHLF_00373	CDS	2439	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
EJKBOHLF_00374	CDS	669	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
EJKBOHLF_00375	CDS	1089	gldA	1.1.1.6		Glycerol dehydrogenase
EJKBOHLF_00376	CDS	2502	leuS	6.1.1.4		Leucine--tRNA ligase
EJKBOHLF_00377	CDS	696				hypothetical protein
EJKBOHLF_00378	CDS	417				hypothetical protein
EJKBOHLF_00379	CDS	213				hypothetical protein
EJKBOHLF_00380	CDS	807	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
EJKBOHLF_00381	CDS	1158	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
EJKBOHLF_00382	CDS	906	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
EJKBOHLF_00383	CDS	753				hypothetical protein
EJKBOHLF_00384	CDS	672	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
EJKBOHLF_00385	CDS	1272	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
EJKBOHLF_00386	CDS	816	artI		COG0834	Putative ABC transporter arginine-binding protein 2
EJKBOHLF_00387	CDS	654	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
EJKBOHLF_00388	CDS	759	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
EJKBOHLF_00389	CDS	804	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
EJKBOHLF_00390	CDS	885				hypothetical protein
EJKBOHLF_00391	CDS	918	pstC		COG0573	Phosphate transport system permease protein PstC
EJKBOHLF_00392	CDS	879	pstS1		COG0226	Phosphate-binding protein PstS 1
EJKBOHLF_00393	CDS	114				hypothetical protein
EJKBOHLF_00394	CDS	1305	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
EJKBOHLF_00395	CDS	774	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
EJKBOHLF_00396	CDS	279				hypothetical protein
EJKBOHLF_00397	CDS	402	spxA_2		COG1393	Regulatory protein Spx
EJKBOHLF_00398	CDS	618				hypothetical protein
EJKBOHLF_00399	CDS	774	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
EJKBOHLF_00400	CDS	738				hypothetical protein
EJKBOHLF_00401	CDS	1131	hemW		COG0635	Heme chaperone HemW
EJKBOHLF_00402	CDS	390				hypothetical protein
EJKBOHLF_00403	CDS	384				hypothetical protein
EJKBOHLF_00404	CDS	789	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
EJKBOHLF_00405	CDS	936	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
EJKBOHLF_00406	CDS	177	rpsU		COG0828	30S ribosomal protein S21
EJKBOHLF_00407	CDS	708	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
EJKBOHLF_00408	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
EJKBOHLF_00409	CDS	390				hypothetical protein
EJKBOHLF_00410	CDS	102				hypothetical protein
EJKBOHLF_00411	CDS	552				hypothetical protein
EJKBOHLF_00412	CDS	825	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
EJKBOHLF_00413	CDS	1461	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
EJKBOHLF_00414	CDS	489				hypothetical protein
EJKBOHLF_00415	CDS	210				hypothetical protein
EJKBOHLF_00416	CDS	729				hypothetical protein
EJKBOHLF_00417	CDS	879	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EJKBOHLF_00418	CDS	726				hypothetical protein
EJKBOHLF_00419	CDS	1287				hypothetical protein
EJKBOHLF_00420	CDS	183				hypothetical protein
EJKBOHLF_00421	CDS	192				hypothetical protein
EJKBOHLF_00422	CDS	1191				hypothetical protein
EJKBOHLF_00423	CDS	1227	xerC_1			Tyrosine recombinase XerC
EJKBOHLF_00424	CDS	195				hypothetical protein
EJKBOHLF_00425	CDS	813				hypothetical protein
EJKBOHLF_00426	CDS	1410				hypothetical protein
EJKBOHLF_00427	CDS	438				hypothetical protein
EJKBOHLF_00428	CDS	687				hypothetical protein
EJKBOHLF_00429	CDS	216				hypothetical protein
EJKBOHLF_00430	CDS	1365				hypothetical protein
EJKBOHLF_00431	CDS	393				hypothetical protein
EJKBOHLF_00432	CDS	1563	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
EJKBOHLF_00433	CDS	699	nagR		COG2188	HTH-type transcriptional repressor NagR
EJKBOHLF_00434	CDS	897	yicL_1		COG0697	putative inner membrane transporter YicL
EJKBOHLF_00435	CDS	936	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
EJKBOHLF_00436	CDS	726				hypothetical protein
EJKBOHLF_00437	CDS	636				hypothetical protein
EJKBOHLF_00438	CDS	825	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
EJKBOHLF_00439	CDS	336				hypothetical protein
EJKBOHLF_00440	CDS	717	capA			Capsule biosynthesis protein CapA
EJKBOHLF_00441	CDS	612	def_2	3.5.1.88	COG0242	Peptide deformylase
EJKBOHLF_00442	CDS	729		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
EJKBOHLF_00443	CDS	912	trxB	1.8.1.9	COG0492	Thioredoxin reductase
EJKBOHLF_00444	CDS	225				hypothetical protein
EJKBOHLF_00445	CDS	744	tcyN	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
EJKBOHLF_00446	CDS	801	yxeN			putative amino-acid permease protein YxeN
EJKBOHLF_00447	CDS	357	mgsR		COG1393	Regulatory protein MgsR
EJKBOHLF_00448	CDS	531	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
EJKBOHLF_00449	CDS	495				hypothetical protein
EJKBOHLF_00450	CDS	447				hypothetical protein
EJKBOHLF_00451	CDS	648				hypothetical protein
EJKBOHLF_00452	CDS	582	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
EJKBOHLF_00453	CDS	876	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
EJKBOHLF_00454	CDS	1380		1.6.99.3		putative NADH oxidase
EJKBOHLF_00455	CDS	924	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
EJKBOHLF_00456	CDS	606	urdA	1.3.99.33		Urocanate reductase
EJKBOHLF_00457	CDS	1245				hypothetical protein
EJKBOHLF_00458	CDS	258				hypothetical protein
EJKBOHLF_00459	CDS	2037	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
EJKBOHLF_00460	CDS	918	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
EJKBOHLF_00461	CDS	762				hypothetical protein
EJKBOHLF_00462	CDS	843	yvgN	1.1.1.-	COG0656	Glyoxal reductase
EJKBOHLF_00463	CDS	1443	pgdA	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
EJKBOHLF_00464	CDS	378				hypothetical protein
EJKBOHLF_00465	CDS	978	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
EJKBOHLF_00466	CDS	1083	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
EJKBOHLF_00467	CDS	273				hypothetical protein
EJKBOHLF_00468	CDS	384				hypothetical protein
EJKBOHLF_00469	CDS	234				hypothetical protein
EJKBOHLF_00470	CDS	1086				hypothetical protein
EJKBOHLF_00471	CDS	642				hypothetical protein
EJKBOHLF_00472	CDS	657				hypothetical protein
EJKBOHLF_00473	CDS	357			COG3039	IS5 family transposase IS1381A
EJKBOHLF_00474	CDS	1116				hypothetical protein
EJKBOHLF_00475	CDS	810				hypothetical protein
EJKBOHLF_00476	CDS	555	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EJKBOHLF_00477	CDS	282	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EJKBOHLF_00478	CDS	762				hypothetical protein
EJKBOHLF_00479	CDS	909	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EJKBOHLF_00480	CDS	1218	Int-Tn			Transposase from transposon Tn916
EJKBOHLF_00481	CDS	204				hypothetical protein
EJKBOHLF_00482	CDS	231				hypothetical protein
EJKBOHLF_00483	CDS	423				hypothetical protein
EJKBOHLF_00484	CDS	354				hypothetical protein
EJKBOHLF_00485	CDS	1920	tet(M)			tetracycline resistance ribosomal protection protein Tet(M)
EJKBOHLF_00486	CDS	915				hypothetical protein
EJKBOHLF_00487	CDS	1002				hypothetical protein
EJKBOHLF_00488	CDS	2112				hypothetical protein
EJKBOHLF_00489	CDS	2448				hypothetical protein
EJKBOHLF_00490	CDS	507				hypothetical protein
EJKBOHLF_00491	CDS	498				hypothetical protein
EJKBOHLF_00492	CDS	222				hypothetical protein
EJKBOHLF_00493	CDS	1248				ISL3 family transposase IS1165
EJKBOHLF_00494	CDS	132				hypothetical protein
EJKBOHLF_00495	CDS	738	erm	2.1.1.184		rRNA adenine N-6-methyltransferase
EJKBOHLF_00496	CDS	1419				hypothetical protein
EJKBOHLF_00497	CDS	1386				hypothetical protein
EJKBOHLF_00498	CDS	384				hypothetical protein
EJKBOHLF_00499	CDS	315				hypothetical protein
EJKBOHLF_00500	CDS	855				hypothetical protein
EJKBOHLF_00501	CDS	984				hypothetical protein
EJKBOHLF_00502	CDS	1353				hypothetical protein
EJKBOHLF_00503	CDS	555				hypothetical protein
EJKBOHLF_00504	CDS	348	rcsC	2.7.13.3		Sensor histidine kinase RcsC
EJKBOHLF_00505	CDS	288				hypothetical protein
EJKBOHLF_00506	CDS	285				hypothetical protein
EJKBOHLF_00507	CDS	6219				hypothetical protein
EJKBOHLF_00508	CDS	411				hypothetical protein
EJKBOHLF_00509	CDS	165				hypothetical protein
EJKBOHLF_00510	CDS	609				hypothetical protein
EJKBOHLF_00511	CDS	375			COG1705	N-acetylmuramoyl-L-alanine amidase domain-containing protein
EJKBOHLF_00512	CDS	2346				hypothetical protein
EJKBOHLF_00513	CDS	2358				hypothetical protein
EJKBOHLF_00514	CDS	360				hypothetical protein
EJKBOHLF_00515	CDS	855				hypothetical protein
EJKBOHLF_00516	CDS	243				hypothetical protein
EJKBOHLF_00517	CDS	1878				hypothetical protein
EJKBOHLF_00518	CDS	489				hypothetical protein
EJKBOHLF_00519	CDS	300				hypothetical protein
EJKBOHLF_00520	CDS	588				hypothetical protein
EJKBOHLF_00521	CDS	144				hypothetical protein
EJKBOHLF_00522	CDS	381				hypothetical protein
EJKBOHLF_00523	CDS	450				hypothetical protein
EJKBOHLF_00524	CDS	1359				hypothetical protein
EJKBOHLF_00525	CDS	102				hypothetical protein
EJKBOHLF_00526	CDS	780				hypothetical protein
EJKBOHLF_00527	CDS	174				hypothetical protein
EJKBOHLF_00528	CDS	5892	iga	3.4.24.13		Immunoglobulin A1 protease
EJKBOHLF_00529	CDS	1179				hypothetical protein
EJKBOHLF_00530	CDS	3651	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
EJKBOHLF_00531	CDS	3276	rexB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
EJKBOHLF_00532	CDS	183				hypothetical protein
EJKBOHLF_00533	CDS	435				hypothetical protein
EJKBOHLF_00534	CDS	237			COG3039	IS5 family transposase ISSpn7
EJKBOHLF_00535	CDS	216				hypothetical protein
EJKBOHLF_00536	CDS	1881				hypothetical protein
EJKBOHLF_00537	CDS	882	bglK_2	2.7.1.85	COG1940	Beta-glucoside kinase
EJKBOHLF_00538	CDS	2646	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
EJKBOHLF_00539	CDS	1347				hypothetical protein
EJKBOHLF_00540	CDS	2085				hypothetical protein
EJKBOHLF_00541	CDS	1680				hypothetical protein
EJKBOHLF_00542	CDS	1230	arcA	3.5.3.6	COG2235	Arginine deiminase
EJKBOHLF_00543	CDS	1017	arcB	2.1.3.3		Ornithine carbamoyltransferase, catabolic
EJKBOHLF_00544	CDS	948	arcC1	2.7.2.2		Carbamate kinase 1
EJKBOHLF_00545	CDS	1512				hypothetical protein
EJKBOHLF_00546	CDS	1332		3.4.13.-		Putative dipeptidase
EJKBOHLF_00547	CDS	291				hypothetical protein
EJKBOHLF_00548	CDS	252				hypothetical protein
EJKBOHLF_00549	CDS	900	qmcA		COG0330	Protein QmcA
EJKBOHLF_00550	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
EJKBOHLF_00551	CDS	1767	fucI	5.3.1.25	COG2407	L-fucose isomerase
EJKBOHLF_00552	CDS	729	fucA	4.1.2.17		L-fuculose phosphate aldolase
EJKBOHLF_00553	CDS	3018				hypothetical protein
EJKBOHLF_00554	CDS	2217	agaA_1	3.2.1.22		Alpha-galactosidase AgaA
EJKBOHLF_00555	CDS	1872				hypothetical protein
EJKBOHLF_00556	CDS	1320				hypothetical protein
EJKBOHLF_00557	CDS	840	sugB		COG0395	Trehalose transport system permease protein SugB
EJKBOHLF_00558	CDS	930	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
EJKBOHLF_00559	CDS	1293				hypothetical protein
EJKBOHLF_00560	CDS	1404	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
EJKBOHLF_00561	CDS	774	srlR		COG1349	Glucitol operon repressor
EJKBOHLF_00562	CDS	1506				hypothetical protein
EJKBOHLF_00563	CDS	807	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
EJKBOHLF_00564	CDS	705	znuC	7.2.2.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
EJKBOHLF_00565	CDS	441	adcR			Transcriptional regulator AdcR
EJKBOHLF_00566	CDS	1269	dltD		COG3966	Protein DltD
EJKBOHLF_00567	CDS	240	dltC		COG0236	D-alanyl carrier protein
EJKBOHLF_00568	CDS	1245				hypothetical protein
EJKBOHLF_00569	CDS	1551	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
EJKBOHLF_00570	CDS	522				hypothetical protein
EJKBOHLF_00571	CDS	282				hypothetical protein
EJKBOHLF_00572	CDS	198				hypothetical protein
EJKBOHLF_00573	CDS	660				hypothetical protein
EJKBOHLF_00574	CDS	705	glpF		COG0580	putative glycerol uptake facilitator protein
EJKBOHLF_00575	CDS	1827	glpO	1.1.3.21	COG0578	Alpha-glycerophosphate oxidase
EJKBOHLF_00576	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
EJKBOHLF_00577	CDS	1410				hypothetical protein
EJKBOHLF_00578	CDS	873	hslO			33 kDa chaperonin
EJKBOHLF_00579	CDS	981	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
EJKBOHLF_00580	CDS	1491	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
EJKBOHLF_00581	CDS	147				hypothetical protein
EJKBOHLF_00582	CDS	681	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
EJKBOHLF_00583	CDS	381	tcyB		COG0765	L-cystine transport system permease protein TcyB
EJKBOHLF_00584	CDS	111				hypothetical protein
EJKBOHLF_00585	CDS	507	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
EJKBOHLF_00586	CDS	243				hypothetical protein
EJKBOHLF_00587	CDS	549	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
EJKBOHLF_00588	CDS	648	bcrA_2			Bacitracin transport ATP-binding protein BcrA
EJKBOHLF_00589	CDS	678				hypothetical protein
EJKBOHLF_00590	CDS	753				hypothetical protein
EJKBOHLF_00591	CDS	765				hypothetical protein
EJKBOHLF_00592	CDS	405				hypothetical protein
EJKBOHLF_00593	CDS	633	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
EJKBOHLF_00594	CDS	702	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
EJKBOHLF_00595	CDS	1158	divIB		COG1589	Cell division protein DivIB
EJKBOHLF_00596	CDS	1059	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
EJKBOHLF_00597	CDS	1353	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
EJKBOHLF_00598	CDS	642	yxdL		COG1136	ABC transporter ATP-binding protein YxdL
EJKBOHLF_00599	CDS	2022				hypothetical protein
EJKBOHLF_00600	CDS	300				hypothetical protein
EJKBOHLF_00601	CDS	255				hypothetical protein
EJKBOHLF_00602	CDS	1842	typA		COG1217	GTP-binding protein TypA/BipA
EJKBOHLF_00603	CDS	726	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
EJKBOHLF_00604	CDS	228				hypothetical protein
EJKBOHLF_00605	CDS	381	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
EJKBOHLF_00606	CDS	270				hypothetical protein
EJKBOHLF_00607	CDS	969	hdfR			HTH-type transcriptional regulator HdfR
EJKBOHLF_00608	CDS	756		1.-.-.-		putative oxidoreductase
EJKBOHLF_00609	CDS	930	rnz	3.1.26.11	COG1234	Ribonuclease Z
EJKBOHLF_00610	CDS	624				hypothetical protein
EJKBOHLF_00611	CDS	1239	hflX		COG2262	GTPase HflX
EJKBOHLF_00612	CDS	885	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
EJKBOHLF_00613	CDS	171				hypothetical protein
EJKBOHLF_00614	CDS	840	thyA	2.1.1.45	COG0207	Thymidylate synthase
EJKBOHLF_00615	CDS	960	glcK	2.7.1.2	COG1940	Glucokinase
EJKBOHLF_00616	CDS	990				hypothetical protein
EJKBOHLF_00617	CDS	618	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EJKBOHLF_00618	CDS	1722	menF	5.4.4.2		Isochorismate synthase MenF
EJKBOHLF_00619	CDS	5688				hypothetical protein
EJKBOHLF_00620	CDS	564				hypothetical protein
EJKBOHLF_00621	CDS	1692				hypothetical protein
EJKBOHLF_00622	CDS	738			COG4753	putative response regulatory protein
EJKBOHLF_00623	CDS	1113	msrAB		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB
EJKBOHLF_00624	CDS	567	resA_1			Thiol-disulfide oxidoreductase ResA
EJKBOHLF_00625	CDS	711	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
EJKBOHLF_00626	CDS	861				hypothetical protein
EJKBOHLF_00627	CDS	2055				hypothetical protein
EJKBOHLF_00628	CDS	255				hypothetical protein
EJKBOHLF_00629	CDS	558				hypothetical protein
EJKBOHLF_00630	CDS	447				hypothetical protein
EJKBOHLF_00631	CDS	510				hypothetical protein
EJKBOHLF_00632	CDS	360				hypothetical protein
EJKBOHLF_00633	CDS	246				hypothetical protein
EJKBOHLF_00634	CDS	228				hypothetical protein
EJKBOHLF_00635	CDS	231				hypothetical protein
EJKBOHLF_00636	CDS	6702	lacZ	3.2.1.23		Beta-galactosidase
EJKBOHLF_00637	CDS	1476	gatC_2		COG3775	PTS system galactitol-specific EIIC component
EJKBOHLF_00638	CDS	957	lytA_2	3.5.1.28		Autolysin
EJKBOHLF_00639	CDS	1371	mepA			Multidrug export protein MepA
EJKBOHLF_00640	CDS	1167	recA		COG0468	Protein RecA
EJKBOHLF_00641	CDS	1257	cinA		COG1058	Putative competence-damage inducible protein
EJKBOHLF_00642	CDS	1017	brpA		COG1316	Biofilm regulatory protein A
EJKBOHLF_00643	CDS	519				hypothetical protein
EJKBOHLF_00644	CDS	444	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
EJKBOHLF_00645	CDS	621				hypothetical protein
EJKBOHLF_00646	CDS	864				hypothetical protein
EJKBOHLF_00647	CDS	171				hypothetical protein
EJKBOHLF_00648	CDS	225				hypothetical protein
EJKBOHLF_00649	CDS	189				hypothetical protein
EJKBOHLF_00650	CDS	2991				hypothetical protein
EJKBOHLF_00651	CDS	705				hypothetical protein
EJKBOHLF_00652	CDS	930				hypothetical protein
EJKBOHLF_00653	CDS	2109	hlyB		COG2274	Alpha-hemolysin translocation ATP-binding protein HlyB
EJKBOHLF_00654	CDS	1740				hypothetical protein
EJKBOHLF_00655	CDS	756				hypothetical protein
EJKBOHLF_00656	CDS	633	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
EJKBOHLF_00657	CDS	162				hypothetical protein
EJKBOHLF_00658	CDS	414	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
EJKBOHLF_00659	CDS	3678	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
EJKBOHLF_00660	CDS	3612	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
EJKBOHLF_00661	tRNA	74				tRNA-Cys(gca)
EJKBOHLF_00662	CDS	1332				hypothetical protein
EJKBOHLF_00663	CDS	825	endA	3.1.30.-		DNA-entry nuclease
EJKBOHLF_00664	CDS	195				hypothetical protein
EJKBOHLF_00665	CDS	1284	murA1_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
EJKBOHLF_00666	CDS	198				hypothetical protein
EJKBOHLF_00667	CDS	1038	ylbL		COG3480	putative protein YlbL
EJKBOHLF_00668	CDS	489	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
EJKBOHLF_00669	CDS	540	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
EJKBOHLF_00670	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
EJKBOHLF_00671	CDS	684	ybhL		COG0670	Inner membrane protein YbhL
EJKBOHLF_00672	CDS	741		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
EJKBOHLF_00673	CDS	279	acyP	3.6.1.7	COG1254	Acylphosphatase
EJKBOHLF_00674	CDS	927	yidC2		COG0706	Membrane protein insertase YidC 2
EJKBOHLF_00675	CDS	795	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
EJKBOHLF_00676	CDS	1251	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
EJKBOHLF_00677	CDS	828	purR		COG0503	Pur operon repressor
EJKBOHLF_00678	CDS	942	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
EJKBOHLF_00679	CDS	1257				hypothetical protein
EJKBOHLF_00680	CDS	663	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
EJKBOHLF_00681	CDS	657	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
EJKBOHLF_00682	CDS	879	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
EJKBOHLF_00683	CDS	873	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
EJKBOHLF_00684	CDS	309				hypothetical protein
EJKBOHLF_00685	CDS	642	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
EJKBOHLF_00686	CDS	2031				hypothetical protein
EJKBOHLF_00687	CDS	297				hypothetical protein
EJKBOHLF_00688	CDS	912				hypothetical protein
EJKBOHLF_00689	CDS	561	rnmV	3.1.26.8	COG1658	Ribonuclease M5
EJKBOHLF_00690	CDS	774	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
EJKBOHLF_00691	CDS	654				hypothetical protein
EJKBOHLF_00692	CDS	1335	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
EJKBOHLF_00693	CDS	738	pyrH	2.7.4.22	COG0528	Uridylate kinase
EJKBOHLF_00694	CDS	558	frr			Ribosome-recycling factor
EJKBOHLF_00695	CDS	855	cvfB			Conserved virulence factor B
EJKBOHLF_00696	CDS	216				hypothetical protein
EJKBOHLF_00697	CDS	969			COG1702	PhoH-like protein
EJKBOHLF_00698	CDS	513				hypothetical protein
EJKBOHLF_00699	CDS	144				hypothetical protein
EJKBOHLF_00700	CDS	276	ald_1	1.4.1.1	COG0686	Alanine dehydrogenase
EJKBOHLF_00701	CDS	426	ald_2	1.4.1.1	COG0686	Alanine dehydrogenase
EJKBOHLF_00702	CDS	570		2.3.1.-	COG1670	Acetyltransferase
EJKBOHLF_00703	CDS	651	comEA		COG1555	ComE operon protein 1
EJKBOHLF_00704	CDS	2241	comEC		COG0658	ComE operon protein 3
EJKBOHLF_00705	CDS	588	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
EJKBOHLF_00706	CDS	1182				hypothetical protein
EJKBOHLF_00707	CDS	588	infC		COG0290	Translation initiation factor IF-3
EJKBOHLF_00708	CDS	201	rpmI		COG0291	50S ribosomal protein L35
EJKBOHLF_00709	CDS	360	rplT		COG0292	50S ribosomal protein L20
EJKBOHLF_00710	CDS	381	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
EJKBOHLF_00711	CDS	801	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
EJKBOHLF_00712	CDS	939	pyrDB	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
EJKBOHLF_00713	CDS	1845	lytB	3.2.1.96	COG4193	Putative endo-beta-N-acetylglucosaminidase
