locus_tag	ftype	length_bp	gene	EC_number	COG	product
MCNKEKOJ_00349	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
MCNKEKOJ_00350	CDS	1749		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
MCNKEKOJ_00351	CDS	327				hypothetical protein
MCNKEKOJ_00352	CDS	111				hypothetical protein
MCNKEKOJ_00353	CDS	1881				hypothetical protein
MCNKEKOJ_00354	CDS	870	bglK_2	2.7.1.85	COG1940	Beta-glucoside kinase
MCNKEKOJ_00355	CDS	2646	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
MCNKEKOJ_00356	CDS	1281				hypothetical protein
MCNKEKOJ_00357	CDS	2085				hypothetical protein
MCNKEKOJ_00358	CDS	1680				hypothetical protein
MCNKEKOJ_00359	CDS	1230	arcA	3.5.3.6	COG2235	Arginine deiminase
MCNKEKOJ_00360	CDS	1017	arcB	2.1.3.3		Ornithine carbamoyltransferase, catabolic
MCNKEKOJ_00361	CDS	948	arcC1	2.7.2.2		Carbamate kinase 1
MCNKEKOJ_00362	CDS	1512				hypothetical protein
MCNKEKOJ_00363	CDS	1332		3.4.13.-		Putative dipeptidase
MCNKEKOJ_00364	CDS	252				hypothetical protein
MCNKEKOJ_00365	CDS	900	qmcA		COG0330	Protein QmcA
MCNKEKOJ_00366	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
MCNKEKOJ_00367	CDS	1767	fucI	5.3.1.25	COG2407	L-fucose isomerase
MCNKEKOJ_00368	CDS	3117				hypothetical protein
MCNKEKOJ_00369	CDS	2295				hypothetical protein
MCNKEKOJ_00370	CDS	801	manZ_1		COG3716	PTS system mannose-specific EIID component
MCNKEKOJ_00371	CDS	774	sorC_1		COG3715	PTS system sorbose-specific EIIC component
MCNKEKOJ_00372	CDS	471	levE_1	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
MCNKEKOJ_00373	CDS	444	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
MCNKEKOJ_00374	CDS	441	fucU	5.1.3.29	COG4154	L-fucose mutarotase
MCNKEKOJ_00375	CDS	639	drdA	4.1.2.-		5-deoxy-D-ribulose 1-phosphate aldolase
MCNKEKOJ_00376	CDS	1404	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
MCNKEKOJ_00377	CDS	774	srlR		COG1349	Glucitol operon repressor
MCNKEKOJ_00378	CDS	1506				hypothetical protein
MCNKEKOJ_00379	CDS	807	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
MCNKEKOJ_00380	CDS	705	znuC	7.2.2.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
MCNKEKOJ_00381	CDS	441	adcR			Transcriptional regulator AdcR
MCNKEKOJ_00382	CDS	1269	dltD		COG3966	Protein DltD
MCNKEKOJ_00383	CDS	240	dltC		COG0236	D-alanyl carrier protein
MCNKEKOJ_00384	CDS	1245				hypothetical protein
MCNKEKOJ_00385	CDS	1551	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
MCNKEKOJ_00386	CDS	522				hypothetical protein
MCNKEKOJ_00387	CDS	711				hypothetical protein
MCNKEKOJ_00388	CDS	993				hypothetical protein
MCNKEKOJ_00389	CDS	282				hypothetical protein
MCNKEKOJ_00390	CDS	198				hypothetical protein
MCNKEKOJ_00391	CDS	588				hypothetical protein
MCNKEKOJ_00392	CDS	705	glpF		COG0580	putative glycerol uptake facilitator protein
MCNKEKOJ_00393	CDS	1827	glpO	1.1.3.21	COG0578	Alpha-glycerophosphate oxidase
MCNKEKOJ_00394	CDS	990	glpK_1	2.7.1.30	COG0554	Glycerol kinase
MCNKEKOJ_00395	CDS	147	glpK_2	2.7.1.30	COG0554	Glycerol kinase
MCNKEKOJ_00396	CDS	1410				hypothetical protein
MCNKEKOJ_00397	CDS	873	hslO			33 kDa chaperonin
MCNKEKOJ_00398	CDS	981	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
MCNKEKOJ_00399	CDS	2142				hypothetical protein
MCNKEKOJ_00400	CDS	528				hypothetical protein
MCNKEKOJ_00401	CDS	1332	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
MCNKEKOJ_00402	CDS	654	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
MCNKEKOJ_00403	CDS	2433	clpC_1			ATP-dependent Clp protease ATP-binding subunit ClpC
MCNKEKOJ_00404	CDS	459	ctsR		COG4463	Transcriptional regulator CtsR
MCNKEKOJ_00405	CDS	729	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
MCNKEKOJ_00406	CDS	1008	thiY		COG0715	Formylaminopyrimidine-binding protein
MCNKEKOJ_00407	CDS	759	ribX			Riboflavin transport system permease protein RibX
MCNKEKOJ_00408	CDS	291				hypothetical protein
MCNKEKOJ_00409	CDS	1119				hypothetical protein
MCNKEKOJ_00410	CDS	267				hypothetical protein
MCNKEKOJ_00411	CDS	1353	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
MCNKEKOJ_00412	CDS	453	rplI			50S ribosomal protein L9
MCNKEKOJ_00413	CDS	1974	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
MCNKEKOJ_00414	CDS	549	hpf			Ribosome hibernation promotion factor
MCNKEKOJ_00415	CDS	663				hypothetical protein
MCNKEKOJ_00416	CDS	1299	comFA	3.6.4.12	COG4098	ComF operon protein 1
MCNKEKOJ_00417	CDS	636	yigZ		COG1739	IMPACT family member YigZ
MCNKEKOJ_00418	CDS	921	cysK	2.5.1.47		Cysteine synthase
MCNKEKOJ_00419	CDS	399				hypothetical protein
MCNKEKOJ_00420	CDS	267				IS630 family transposase ISSpn2
MCNKEKOJ_00421	CDS	1041	tsf		COG0264	Elongation factor Ts
MCNKEKOJ_00422	CDS	780	rpsB			30S ribosomal protein S2
MCNKEKOJ_00423	CDS	1179				hypothetical protein
MCNKEKOJ_00424	CDS	495				hypothetical protein
MCNKEKOJ_00425	CDS	819	mreC		COG1792	Cell shape-determining protein MreC
MCNKEKOJ_00426	CDS	795	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
MCNKEKOJ_00427	CDS	840	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
MCNKEKOJ_00428	CDS	828	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
MCNKEKOJ_00429	CDS	546	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
MCNKEKOJ_00430	CDS	822				hypothetical protein
MCNKEKOJ_00431	CDS	1284				hypothetical protein
MCNKEKOJ_00432	CDS	1251				hypothetical protein
MCNKEKOJ_00433	CDS	369				hypothetical protein
MCNKEKOJ_00434	CDS	1098	recF_1		COG1195	DNA replication and repair protein RecF
MCNKEKOJ_00435	CDS	1479	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
MCNKEKOJ_00436	CDS	1026	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
MCNKEKOJ_00437	CDS	1623	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
MCNKEKOJ_00438	CDS	2553				hypothetical protein
MCNKEKOJ_00439	CDS	681				hypothetical protein
MCNKEKOJ_00440	CDS	768				hypothetical protein
MCNKEKOJ_00441	CDS	543				hypothetical protein
MCNKEKOJ_00442	tRNA	74				tRNA-Asn(gtt)
MCNKEKOJ_00443	tRNA	72				tRNA-Glu(ttc)
MCNKEKOJ_00444	CDS	753	agrA_1		COG3279	Accessory gene regulator protein A
MCNKEKOJ_00445	CDS	1326				hypothetical protein
MCNKEKOJ_00446	CDS	126	comC1			Competence-stimulating peptide type 1
MCNKEKOJ_00447	tRNA	74				tRNA-Arg(tct)
MCNKEKOJ_00448	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
MCNKEKOJ_00449	CDS	1182	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
MCNKEKOJ_00450	CDS	744	spo0J		COG1475	Stage 0 sporulation protein J
MCNKEKOJ_00451	CDS	1362	dnaA			Chromosomal replication initiator protein DnaA
MCNKEKOJ_00452	CDS	1137	dnaN		COG0592	Beta sliding clamp
MCNKEKOJ_00453	CDS	195				hypothetical protein
MCNKEKOJ_00454	CDS	159				hypothetical protein
MCNKEKOJ_00455	CDS	393				hypothetical protein
MCNKEKOJ_00456	CDS	411				hypothetical protein
MCNKEKOJ_00457	CDS	258				hypothetical protein
MCNKEKOJ_00458	CDS	204				hypothetical protein
MCNKEKOJ_00459	CDS	312				hypothetical protein
MCNKEKOJ_00460	CDS	168				hypothetical protein
MCNKEKOJ_00461	CDS	1470				hypothetical protein
MCNKEKOJ_00462	CDS	1008				hypothetical protein
MCNKEKOJ_00463	CDS	276				hypothetical protein
MCNKEKOJ_00464	CDS	342				hypothetical protein
MCNKEKOJ_00465	CDS	294				hypothetical protein
MCNKEKOJ_00466	CDS	216				hypothetical protein
MCNKEKOJ_00467	CDS	201				hypothetical protein
MCNKEKOJ_00468	CDS	453				hypothetical protein
MCNKEKOJ_00469	CDS	627				hypothetical protein
MCNKEKOJ_00470	CDS	234				hypothetical protein
MCNKEKOJ_00471	CDS	957				hypothetical protein
MCNKEKOJ_00472	CDS	1005				hypothetical protein
MCNKEKOJ_00473	CDS	453				hypothetical protein
MCNKEKOJ_00474	CDS	1167	xerC_2			Tyrosine recombinase XerC
MCNKEKOJ_00475	CDS	1116	ychF		COG0012	Ribosome-binding ATPase YchF
MCNKEKOJ_00476	CDS	570	pth	3.1.1.29		Peptidyl-tRNA hydrolase
MCNKEKOJ_00477	CDS	3525	mfd	3.6.4.-		Transcription-repair-coupling factor
MCNKEKOJ_00478	CDS	267				hypothetical protein
MCNKEKOJ_00479	CDS	369				hypothetical protein
MCNKEKOJ_00480	CDS	123				hypothetical protein
MCNKEKOJ_00481	CDS	1269				hypothetical protein
MCNKEKOJ_00482	CDS	1278	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
MCNKEKOJ_00483	CDS	543	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
MCNKEKOJ_00484	CDS	1959	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
MCNKEKOJ_00485	CDS	480				hypothetical protein
MCNKEKOJ_00486	CDS	1050	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
MCNKEKOJ_00487	CDS	1809	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MCNKEKOJ_00488	CDS	1380	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
MCNKEKOJ_00489	CDS	1854	proS	6.1.1.15	COG0442	Proline--tRNA ligase
MCNKEKOJ_00490	CDS	1260		3.4.24.-		Putative zinc metalloprotease
MCNKEKOJ_00491	CDS	804				hypothetical protein
MCNKEKOJ_00492	CDS	759	uppS	2.5.1.-	COG0020	Isoprenyl transferase
MCNKEKOJ_00493	CDS	426				hypothetical protein
MCNKEKOJ_00494	CDS	108				hypothetical protein
MCNKEKOJ_00495	CDS	972	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
MCNKEKOJ_00496	CDS	417				hypothetical protein
MCNKEKOJ_00497	CDS	696				hypothetical protein
MCNKEKOJ_00498	CDS	2502	leuS	6.1.1.4		Leucine--tRNA ligase
MCNKEKOJ_00499	CDS	1089	gldA	1.1.1.6		Glycerol dehydrogenase
MCNKEKOJ_00500	CDS	669	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
MCNKEKOJ_00501	CDS	2439	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
MCNKEKOJ_00502	CDS	1299	licC_1		COG1455	Lichenan permease IIC component
MCNKEKOJ_00503	CDS	309	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
MCNKEKOJ_00504	CDS	321	licA		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
MCNKEKOJ_00505	CDS	981	sorC_2		COG2390	Sorbitol operon regulator
MCNKEKOJ_00506	CDS	747	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
MCNKEKOJ_00507	CDS	777	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
MCNKEKOJ_00508	CDS	609			COG1840	putative protein
MCNKEKOJ_00509	CDS	450				hypothetical protein
MCNKEKOJ_00510	CDS	660	msmX_2	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
MCNKEKOJ_00511	CDS	267				hypothetical protein
MCNKEKOJ_00512	CDS	627	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
MCNKEKOJ_00513	CDS	1008				hypothetical protein
MCNKEKOJ_00514	CDS	693	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
MCNKEKOJ_00515	CDS	1338				hypothetical protein
MCNKEKOJ_00516	CDS	267				hypothetical protein
MCNKEKOJ_00517	CDS	387	rplQ		COG0203	50S ribosomal protein L17
MCNKEKOJ_00518	CDS	936	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
MCNKEKOJ_00519	CDS	384	rpsK			30S ribosomal protein S11
MCNKEKOJ_00520	CDS	366	rpsM		COG0099	30S ribosomal protein S13
MCNKEKOJ_00521	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
MCNKEKOJ_00522	CDS	219	infA		COG0361	Translation initiation factor IF-1
MCNKEKOJ_00523	CDS	639	adk	2.7.4.3	COG0563	Adenylate kinase
MCNKEKOJ_00524	CDS	1311	secY			Protein translocase subunit SecY
MCNKEKOJ_00525	CDS	441	rplO			50S ribosomal protein L15
MCNKEKOJ_00526	CDS	183	rpmD		COG1841	50S ribosomal protein L30
MCNKEKOJ_00527	CDS	495	rpsE			30S ribosomal protein S5
MCNKEKOJ_00528	CDS	357	rplR		COG0256	50S ribosomal protein L18
MCNKEKOJ_00529	CDS	537	rplF		COG0097	50S ribosomal protein L6
MCNKEKOJ_00530	CDS	399	rpsH			30S ribosomal protein S8
MCNKEKOJ_00531	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
MCNKEKOJ_00532	CDS	543	rplE		COG0094	50S ribosomal protein L5
MCNKEKOJ_00533	CDS	306	rplX		COG0198	50S ribosomal protein L24
MCNKEKOJ_00534	CDS	369	rplN		COG0093	50S ribosomal protein L14
MCNKEKOJ_00535	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
MCNKEKOJ_00536	CDS	207	rpmC		COG0255	50S ribosomal protein L29
MCNKEKOJ_00537	CDS	414	rplP		COG0197	50S ribosomal protein L16
MCNKEKOJ_00538	CDS	654	rpsC		COG0092	30S ribosomal protein S3
MCNKEKOJ_00539	CDS	345	rplV		COG0091	50S ribosomal protein L22
MCNKEKOJ_00540	CDS	282	rpsS		COG0185	30S ribosomal protein S19
MCNKEKOJ_00541	CDS	834	rplB		COG0090	50S ribosomal protein L2
MCNKEKOJ_00542	CDS	297	rplW			50S ribosomal protein L23
MCNKEKOJ_00543	CDS	624	rplD		COG0088	50S ribosomal protein L4
MCNKEKOJ_00544	CDS	627	rplC		COG0087	50S ribosomal protein L3
MCNKEKOJ_00545	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
MCNKEKOJ_00546	CDS	618	udk_1	2.7.1.48		Uridine kinase
MCNKEKOJ_00547	CDS	591				hypothetical protein
MCNKEKOJ_00548	CDS	507				hypothetical protein
MCNKEKOJ_00549	CDS	2208	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
MCNKEKOJ_00550	CDS	1539				hypothetical protein
MCNKEKOJ_00551	CDS	144				hypothetical protein
MCNKEKOJ_00552	CDS	1533	cls	2.7.8.-		Cardiolipin synthase
MCNKEKOJ_00553	CDS	459				hypothetical protein
MCNKEKOJ_00554	CDS	1251	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
MCNKEKOJ_00555	CDS	306				hypothetical protein
MCNKEKOJ_00556	CDS	420	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MCNKEKOJ_00557	CDS	267				hypothetical protein
MCNKEKOJ_00558	CDS	570				hypothetical protein
MCNKEKOJ_00559	CDS	399	spxA_2		COG1393	Regulatory protein Spx
MCNKEKOJ_00560	CDS	1062	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
MCNKEKOJ_00561	CDS	2832	uvrA			UvrABC system protein A
MCNKEKOJ_00562	CDS	945				hypothetical protein
MCNKEKOJ_00563	CDS	684				hypothetical protein
MCNKEKOJ_00564	CDS	1032	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
MCNKEKOJ_00565	CDS	678				hypothetical protein
MCNKEKOJ_00566	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
MCNKEKOJ_00567	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
MCNKEKOJ_00568	CDS	1101	ribD		COG0117	Riboflavin biosynthesis protein RibD
MCNKEKOJ_00569	CDS	636	ribE	2.5.1.9	COG0307	Riboflavin synthase
MCNKEKOJ_00570	CDS	1206	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
MCNKEKOJ_00571	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
MCNKEKOJ_00572	CDS	1950	mutL		COG0323	DNA mismatch repair protein MutL
MCNKEKOJ_00573	CDS	441			COG3279	putative HTH-type transcriptional regulator
MCNKEKOJ_00574	CDS	459				hypothetical protein
MCNKEKOJ_00575	CDS	1263				hypothetical protein
MCNKEKOJ_00576	CDS	471			COG1780	Putative NrdI-like protein
MCNKEKOJ_00577	CDS	534				hypothetical protein
MCNKEKOJ_00578	CDS	1287	cheB	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
MCNKEKOJ_00579	CDS	1683				hypothetical protein
MCNKEKOJ_00580	CDS	615				hypothetical protein
MCNKEKOJ_00581	CDS	570				hypothetical protein
MCNKEKOJ_00582	CDS	693	metP		COG2011	Methionine import system permease protein MetP
MCNKEKOJ_00583	CDS	1062	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
MCNKEKOJ_00584	CDS	1374	dapE	3.5.1.18		Succinyl-diaminopimelate desuccinylase
MCNKEKOJ_00585	CDS	855	metQ		COG1464	D-methionine-binding lipoprotein MetQ
MCNKEKOJ_00586	CDS	831	tcyA		COG0834	L-cystine-binding protein TcyA
MCNKEKOJ_00587	CDS	324				hypothetical protein
MCNKEKOJ_00588	CDS	657				hypothetical protein
MCNKEKOJ_00589	CDS	1227				hypothetical protein
MCNKEKOJ_00590	CDS	666				hypothetical protein
MCNKEKOJ_00591	CDS	201				hypothetical protein
MCNKEKOJ_00592	CDS	864				hypothetical protein
MCNKEKOJ_00593	CDS	1173	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
MCNKEKOJ_00594	CDS	750	btrD	3.5.1.112		2'-N-acetylparomamine deacetylase
MCNKEKOJ_00595	CDS	411				hypothetical protein
MCNKEKOJ_00596	CDS	1617	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
MCNKEKOJ_00597	CDS	954				hypothetical protein
MCNKEKOJ_00598	CDS	525	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
MCNKEKOJ_00599	CDS	321				hypothetical protein
MCNKEKOJ_00600	CDS	930				hypothetical protein
MCNKEKOJ_00601	CDS	387				ISL3 family transposase ISSth1
MCNKEKOJ_00602	CDS	1011	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
MCNKEKOJ_00603	CDS	438				hypothetical protein
MCNKEKOJ_00604	CDS	684	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
MCNKEKOJ_00605	CDS	186				hypothetical protein
MCNKEKOJ_00606	CDS	153				hypothetical protein
MCNKEKOJ_00607	CDS	324				hypothetical protein
MCNKEKOJ_00608	CDS	234				hypothetical protein
MCNKEKOJ_00609	CDS	1680	rnj1	3.1.-.-		Ribonuclease J 1
MCNKEKOJ_00610	CDS	1914	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
MCNKEKOJ_00611	CDS	456				hypothetical protein
MCNKEKOJ_00612	CDS	1122	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
MCNKEKOJ_00613	CDS	2016	recG	3.6.4.12		ATP-dependent DNA helicase RecG
MCNKEKOJ_00614	CDS	1104	alr	5.1.1.1	COG0787	Alanine racemase
MCNKEKOJ_00615	CDS	369	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
MCNKEKOJ_00616	CDS	1032	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
MCNKEKOJ_00617	CDS	1032	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
MCNKEKOJ_00618	CDS	2514	secA		COG0653	Protein translocase subunit SecA
MCNKEKOJ_00619	CDS	288				hypothetical protein
MCNKEKOJ_00620	CDS	633	bcrA_1			Bacitracin transport ATP-binding protein BcrA
MCNKEKOJ_00621	CDS	642				hypothetical protein
MCNKEKOJ_00622	CDS	792				hypothetical protein
MCNKEKOJ_00623	CDS	336				hypothetical protein
MCNKEKOJ_00624	CDS	345				hypothetical protein
MCNKEKOJ_00625	CDS	1311	der		COG1160	GTPase Der
MCNKEKOJ_00626	CDS	714	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
MCNKEKOJ_00627	CDS	897	dnaI		COG1484	Primosomal protein DnaI
MCNKEKOJ_00628	CDS	1170				hypothetical protein
MCNKEKOJ_00629	CDS	474	nrdR		COG1327	Transcriptional repressor NrdR
MCNKEKOJ_00630	CDS	366	ytrA		COG1725	HTH-type transcriptional repressor YtrA
MCNKEKOJ_00631	CDS	696	skfE	7.3.2.3	COG1131	SkfA peptide export ATP-binding protein SkfE
MCNKEKOJ_00632	CDS	768				hypothetical protein
MCNKEKOJ_00633	CDS	1200	yhaP		COG1668	putative protein YhaP
MCNKEKOJ_00634	CDS	894		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
MCNKEKOJ_00635	CDS	618				hypothetical protein
MCNKEKOJ_00636	CDS	888	gmuE	2.7.1.4	COG1940	Putative fructokinase
MCNKEKOJ_00637	CDS	1884				hypothetical protein
MCNKEKOJ_00638	CDS	1455	scrB	3.2.1.26		Sucrose-6-phosphate hydrolase
MCNKEKOJ_00639	CDS	966	degA		COG1609	HTH-type transcriptional regulator DegA
MCNKEKOJ_00640	CDS	1275	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
MCNKEKOJ_00641	CDS	1173	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
MCNKEKOJ_00642	CDS	288				hypothetical protein
MCNKEKOJ_00643	CDS	399				hypothetical protein
MCNKEKOJ_00644	CDS	450				hypothetical protein
MCNKEKOJ_00645	CDS	759	yjjP		COG2966	Inner membrane protein YjjP
MCNKEKOJ_00646	CDS	1980	stkP	2.7.11.1	COG0515	Serine/threonine-protein kinase StkP
MCNKEKOJ_00647	CDS	741	phpP	3.1.3.16	COG0631	Protein phosphatase PhpP
MCNKEKOJ_00648	CDS	1314	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
MCNKEKOJ_00649	CDS	936	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
MCNKEKOJ_00650	CDS	2397	priA	3.6.4.-	COG1198	Primosomal protein N'
MCNKEKOJ_00651	CDS	315	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
MCNKEKOJ_00652	CDS	627	gmk	2.7.4.8		Guanylate kinase
MCNKEKOJ_00653	CDS	1614	rny	3.1.-.-	COG1418	Ribonuclease Y
MCNKEKOJ_00654	CDS	255	yoeB	3.1.-.-	COG4115	Toxin YoeB
MCNKEKOJ_00655	CDS	255				hypothetical protein
MCNKEKOJ_00656	CDS	1098	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
MCNKEKOJ_00657	CDS	1812				hypothetical protein
MCNKEKOJ_00658	CDS	741	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MCNKEKOJ_00659	CDS	354	rsfS		COG0799	Ribosomal silencing factor RsfS
MCNKEKOJ_00660	CDS	501	sttH	3.5.2.19		Streptothricin hydrolase
MCNKEKOJ_00661	CDS	594				hypothetical protein
MCNKEKOJ_00662	CDS	630	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
MCNKEKOJ_00663	CDS	312	yhbY		COG1534	RNA-binding protein YhbY
MCNKEKOJ_00664	CDS	1107	yqeH		COG1161	putative protein YqeH
MCNKEKOJ_00665	CDS	528	gph_1	3.1.3.18		Phosphoglycolate phosphatase
MCNKEKOJ_00666	CDS	909				hypothetical protein
MCNKEKOJ_00667	CDS	561	ykuT		COG0668	putative MscS family protein YkuT
MCNKEKOJ_00668	CDS	444	sstT_1		COG3633	Serine/threonine transporter SstT
MCNKEKOJ_00669	CDS	501	sstT_2		COG3633	Serine/threonine transporter SstT
MCNKEKOJ_00670	CDS	954				hypothetical protein
MCNKEKOJ_00671	CDS	381				hypothetical protein
MCNKEKOJ_00672	CDS	222				hypothetical protein
MCNKEKOJ_00673	CDS	315	trxA		COG0526	Thioredoxin
MCNKEKOJ_00674	CDS	534	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
MCNKEKOJ_00675	CDS	669	aqpZ2			Aquaporin Z 2
MCNKEKOJ_00676	CDS	606				hypothetical protein
MCNKEKOJ_00677	CDS	765				hypothetical protein
MCNKEKOJ_00678	CDS	771	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
MCNKEKOJ_00679	CDS	678				hypothetical protein
MCNKEKOJ_00680	CDS	1797	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
MCNKEKOJ_00681	CDS	744	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
MCNKEKOJ_00682	CDS	951	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
MCNKEKOJ_00683	CDS	429				hypothetical protein
MCNKEKOJ_00684	CDS	1089				hypothetical protein
MCNKEKOJ_00685	CDS	471				hypothetical protein
MCNKEKOJ_00686	CDS	453				hypothetical protein
MCNKEKOJ_00687	CDS	240				hypothetical protein
MCNKEKOJ_00688	CDS	1272			COG2256	putative AAA domain-containing protein
MCNKEKOJ_00689	tRNA	76				tRNA-Lys(ctt)
MCNKEKOJ_00690	CDS	1320	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
MCNKEKOJ_00691	CDS	1617				hypothetical protein
MCNKEKOJ_00692	CDS	891				hypothetical protein
MCNKEKOJ_00693	CDS	918	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
MCNKEKOJ_00694	CDS	1002	rbsR		COG1609	Ribose operon repressor
MCNKEKOJ_00695	CDS	1482				Putative trans-acting regulator
MCNKEKOJ_00696	CDS	165				hypothetical protein
MCNKEKOJ_00697	CDS	567				hypothetical protein
MCNKEKOJ_00698	CDS	171				hypothetical protein
MCNKEKOJ_00699	CDS	609				hypothetical protein
MCNKEKOJ_00700	CDS	204				hypothetical protein
MCNKEKOJ_00701	CDS	771				hypothetical protein
MCNKEKOJ_00702	CDS	849		1.8.3.7	COG1262	Formylglycine-generating enzyme
